name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Magic Encyclopedia: Moon Light,2019-05-13,6.99,15,19,1059830,0,20000,2.0
Raiders Of The Lost Island,2020-09-02,12.99,46,3,867980,0,20000,
Memory Battle,2020-08-31,1.99,4,0,1366710,0,20000,
1001 Jigsaw. Earth Chronicles,2019-02-19,4.99,9,3,970870,0,20000,
Turniej Robotów,2020-03-19,1.99,7,0,1259830,0,20000,
Anxiety Treatment with Relaxation,2022-01-17,9.99,0,1,1730690,0,20000,
SteamWorld Dig,2013-12-05,1.49,5654,383,252410,500000,1000000,5.0
Super Space Serpent SE,2022-05-10,9.99,2,0,1483860,0,20000,
The Odd Neon Void,2020-04-21,0.99,3,2,1283520,0,20000,
Super Agent: Drunk Kent,2019-09-06,6.99,0,1,1023090,0,20000,
Attack Noids,2019-03-25,3.99,3,1,1040810,0,20000,
The Mines of Morseph,2017-10-03,5.99,0,1,691850,0,20000,
TroubleDays,2020-02-13,12.99,629,62,1171270,20000,50000,2.0
Mafia Gangster City,2020-07-31,1.99,5,3,1361390,0,20000,
Thunderbird: The Legend Begins,2017-02-10,5.99,15,21,355460,0,20000,
PowerSlave (DOS Classic Edition),2021-07-27,9.99,36,4,1260020,0,20000,7.0
Spheria,2016-04-01,3.99,2,0,434340,0,20000,
Robotic Learn,2020-08-01,4.99,11,1,1350480,0,20000,
Charge!,2020-11-19,1.99,5,0,1367680,0,20000,
PAWN SHOP SIMULATOR,2022-07-22,4.24,1,4,2074960,0,20000,
Speedway Challenge League,2017-07-06,0.0,32,3,662620,0,20000,
CATch the Stars: Japan,2021-04-29,0.99,76,3,1573580,0,20000,1.0
Ero Manager,2022-03-11,2.99,191,15,1901340,0,20000,
AVANTI - The Joy of Driving,2020-10-14,0.99,7,2,1376360,0,20000,
Oscar Mike VR,2016-12-01,19.99,2,5,547250,0,20000,
Horizon's Gate,2020-03-09,19.99,595,19,1224290,50000,100000,35.0
Rage Among The Stars,2020-02-14,3.99,10,0,1172410,0,20000,
Disc Golf Valley,2021-06-09,4.99,118,17,1642890,0,20000,
Digital Janitors,2021-10-14,4.99,14,0,1389850,0,20000,
EURGAVA™: Fight for Haaria,2016-12-01,4.99,14,10,559350,0,20000,
One Dollar Simulator,2020-02-15,1.0,37,7,831470,0,20000,
Wreckdigger,2021-10-19,0.0,2,2,1742510,0,20000,
Blueprint Word: Classroom,2018-12-05,1.99,11,0,955190,0,20000,
InFlux,2013-09-18,9.99,145,68,246980,50000,100000,3.0
FULFILLMENT,2019-11-12,0.0,224,21,1172900,20000,50000,
CubeHook VR,2022-01-07,5.99,2,1,1815110,0,20000,
You Versus 27 Elves,2019-03-26,4.99,2,0,1043160,0,20000,
Lake Ridden,2018-05-10,12.99,202,67,696530,20000,50000,4.0
Viking Saga: The Cursed Ring,2015-10-29,2.99,40,9,415390,0,20000,
Retro Classix: Heavy Barrel,2021-03-02,6.99,8,5,1540470,0,20000,
Settlers of Orion,2019-05-16,4.99,11,1,978510,0,20000,
Quester,2022-06-23,9.99,4,0,1406490,0,20000,
Three of Cards,,0.0,258,16,1552250,20000,50000,
Blast the Past,2018-10-03,0.0,112,17,943170,20000,50000,
Cognizer,2018-05-30,0.0,42,4,711690,0,20000,
ClockwiZZZe,2017-05-01,3.99,1,0,607230,0,20000,
VR Ping Pong Paradise,2017-12-25,13.99,6,6,755850,0,20000,
Super Lolicon Puzzle Simulator 2019,2019-11-04,0.99,34,6,973300,0,20000,
Littlewood,2020-08-04,14.99,5188,307,894940,200000,500000,26.0
13 WOOD ST,2021-10-01,11.99,0,1,1727990,0,20000,
孙美琪疑案 第三季,2021-01-21,0.0,4,2,1512650,50000,100000,
Mea`s saifu collection party,2022-07-03,8.99,1,0,2052200,0,20000,
Alien Abduction Experience PC HD,2021-11-18,0.99,1,3,1808420,0,20000,
Cat Colony Crisis,2021-02-08,0.0,33,4,1516760,0,20000,
Mama Farm,2018-04-10,2.99,2,0,828600,0,20000,
Fairytale Solitaire. Witch Charms,2020-02-03,0.49,4,1,1164310,0,20000,
Sea Salt,2019-10-17,14.99,437,103,983350,50000,100000,4.0
Dance with me,2021-07-15,7.99,1,1,1531270,0,20000,
//N.P.P.D. RUSH//- The milk of Ultraviolet,2014-02-13,3.99,254,515,270090,100000,200000,2.0
Khaba,2015-01-12,3.99,26,3,338110,0,20000,
Relive,2015-10-15,0.0,106,47,404580,50000,100000,2.0
Hasfax,2020-02-13,0.49,17,17,1187420,0,20000,
Everyday Baseball VR,2018-09-12,14.99,6,6,903620,0,20000,
九劫曲:诅咒之地 NineTrials Test Server,2019-03-01,0.0,148,127,1012730,50000,100000,
Slave Zero,2014-10-23,6.99,154,28,328470,20000,50000,5.0
Prompt,2015-07-06,2.0,43,4,366590,0,20000,
Rune Lord,2019-04-24,6.99,20,4,1069460,0,20000,5.0
Solitaire Knights,2018-04-05,0.0,33,19,820090,0,20000,
SpermDash精疲力尽,2020-09-08,0.0,70,5,1355880,0,20000,
The Survey,2016-10-27,4.99,525,195,547910,50000,100000,2.0
Fantastic Contraption,2016-04-05,19.99,211,60,386690,0,20000,5.0
Project: Cow,2021-10-01,1.99,4,0,1727310,0,20000,
Precision Sniping: Competitive,2018-03-27,1.99,3,3,823510,0,20000,
Ride the Bullet,2015-05-22,3.99,12,9,364130,0,20000,
VR探索梅西爾,2021-02-11,0.0,3,4,1486330,0,20000,
Gobby McGobblenutz Presents: The Art of the Dad Joke: Chapter 1,2021-11-15,1.99,120,10,1749350,0,20000,
Sqr(2),2021-01-12,1.99,1,0,1509180,0,20000,
My Memory of Us,2018-10-09,3.59,619,48,651500,0,20000,4.0
Robot Wants It All,2019-04-04,19.99,97,10,834760,0,20000,3.0
Cheftastic!: Buffet Blast,2022-02-03,10.99,15,0,1711740,0,20000,
Blackjack Bailey VR,2017-04-27,4.99,6,6,613330,0,20000,
Shennong: Taste of Illusion,2018-12-17,2.99,19,6,907970,0,20000,
Happy Day,2021-08-20,1.99,3,9,1504360,0,20000,
Builder Simulator,2022-06-09,19.99,513,146,1120320,50000,100000,
Planets Battle,2021-05-03,9.99,3,9,1607850,0,20000,
Arcade Love / ゲーセンラブ。,2018-06-19,18.99,5,1,752430,0,20000,
VALAKAS: Immortal,2021-06-25,3.99,7,0,1663870,20000,50000,
The Letter - Horror Visual Novel,2017-07-24,19.99,1035,142,460430,50000,100000,21.0
PROP AND SEEK®,2020-01-07,0.0,2739,589,1131720,200000,500000,
EMPTY,2020-02-14,4.99,4,0,1237210,0,20000,1.0
Forest Guardian,2017-09-04,16.99,25,51,699550,0,20000,
Atomic 79,2017-01-13,3.99,88,4,567370,0,20000,
Bakery,2017-11-22,7.99,91,21,746620,20000,50000,
Broken Ties,2018-04-13,2.99,5,0,813020,0,20000,
Gas Station Simulator,2021-09-15,19.99,11964,1829,1149620,200000,500000,12.0
Die pig die,2018-05-23,0.0,106,215,783240,100000,200000,
Babol the Walking Box,2021-06-25,6.99,10,6,1605930,0,20000,
SUPER METBOY!,2021-04-21,9.99,4,0,1576990,0,20000,
Precursors: Armored Angels,2021-12-27,11.99,4,0,1796100,20000,50000,41.0
MilMo,2018-08-02,0.0,433,108,896590,200000,500000,
Yummy Girl 2,2022-04-08,0.99,41,3,1920390,0,20000,
Avadon 2: The Corruption,2013-10-30,3.99,138,33,233310,100000,200000,23.0
Wiggly Boy,2020-09-23,1.0,41,2,1406140,20000,50000,
Rad Rocket,2020-09-11,2.99,16,0,1388160,0,20000,
Evil Tonight,2021-10-14,14.99,175,21,1480830,0,20000,5.0
Beat Miner,2019-04-03,4.99,4,5,769540,0,20000,
Devil May Cry 5,2019-03-07,29.99,77418,4134,601150,2000000,5000000,11.0
Pirate's Life,2015-04-17,4.99,24,42,359370,0,20000,
GOCCO OF WAR,2015-11-17,19.99,879,112,346730,50000,100000,
Turing Tumble VR,2018-08-01,7.99,3,1,898440,0,20000,
Hyper Light Drifter,2016-03-31,19.99,14200,944,257850,500000,1000000,7.0
Always The Same Blue Sky...,2015-05-21,2.99,170,55,363410,20000,50000,1.0
Paper Valley,2018-06-06,12.99,18,0,861240,0,20000,
City of sky,2018-03-01,1.99,7,2,788180,0,20000,
Aura,2019-07-23,0.99,1,1,1081320,20000,50000,5.0
UNHALLOWED: THE CABIN,2018-08-24,0.0,10,7,789670,0,20000,
"Run Prop, Run!",2021-06-23,0.0,495,97,1475400,50000,100000,
The Castle Doctrine,2014-01-29,3.99,188,189,249570,20000,50000,
RESEQUENCED,2020-04-23,4.99,59,31,845490,0,20000,
MarksmanVR,2017-09-19,3.99,16,3,636950,0,20000,
Sephirothic Stories,2019-03-14,14.99,8,1,1015540,0,20000,12.0
Just Beat Em Up : World of Fury,2018-08-30,6.99,26,7,857420,0,20000,
Goblin Gearshop,2018-01-17,0.0,151,53,770500,50000,100000,
Touhou Luna Nights,2019-02-25,17.99,11236,247,851100,500000,1000000,5.0
Twickles,2017-09-28,0.69,88,7,695110,0,20000,2.0
Fires At Midnight,2020-07-09,11.99,26,1,1282140,0,20000,
We Are Live,2021-11-06,14.99,7,0,1598190,0,20000,
Convergence Compulsion,2020-07-30,0.0,5,0,895000,0,20000,
Khan VS Kahn,2019-08-27,0.99,150,95,1020330,20000,50000,
Klotzen! Panzer Battles,2022-04-27,39.99,20,8,804860,0,20000,
Counter Fight,2016-11-14,7.99,168,37,551690,20000,50000,
Trapped in Fear,2019-12-02,4.99,1,0,1015290,0,20000,
Rescue Helicopter,2021-12-07,0.99,0,5,1819190,0,20000,
VR Graffiti World,2021-08-05,1.99,0,2,1499820,0,20000,
Super Sonic Racer,2018-03-09,2.99,12,2,808190,0,20000,
DAEMON X MACHINA,2020-02-13,49.99,4894,609,1167450,100000,200000,16.0
The Cold War Era,2016-09-09,4.99,16,9,504280,0,20000,
La-Mulana 2,2018-07-30,24.99,651,108,835430,100000,200000,54.0
Mining Cats,2021-12-16,1.99,33,3,1837920,0,20000,2.0
BootyBuns & 21,2017-08-17,7.99,10,4,683440,0,20000,
Mawthorne,2022-05-25,9.99,1,1,1971810,0,20000,
Draconian Wars,2014-08-28,5.99,17,26,296590,0,20000,4.0
Aeolis Tournament,2020-07-16,14.99,68,13,1097770,0,20000,1.0
Terraforming Mars,2018-10-17,19.99,3408,1161,800270,200000,500000,2.0
Magic Blast VR,2018-09-22,14.99,10,4,862730,0,20000,
Neotrie VR,2018-12-07,0.0,7,0,878620,0,20000,
Hello Neighbor Alpha 1,2019-10-12,0.0,1385,121,1092710,100000,200000,
KOPICS,2018-08-10,0.0,19,11,904300,0,20000,
Deliverace - Battle Racing,2018-10-19,0.0,25,21,587540,20000,50000,
청춘향전 Cheongchunhyang Jeon,2021-12-19,4.99,42,8,1677490,0,20000,
cherry blossom fleet,2021-07-20,12.99,4,1,1564690,0,20000,
Watch Me Stream My Mental Breakdown,2021-01-19,19.99,34,4,996370,0,20000,
Dungeonite,2021-06-18,9.99,1,0,1609860,0,20000,
Physical Exorcism: Case 01,2018-10-31,2.99,52,10,949890,0,20000,1.0
Room 40,2019-07-31,0.0,67,19,1111540,20000,50000,
Mortadelo y Filemón: La banda de Corvino,2019-03-20,11.99,3,0,1017490,0,20000,
Jubilane,2021-08-23,5.0,16,0,1699460,0,20000,
Battlefleet Gothic: Armada,2016-04-21,2.99,3665,1692,363680,200000,500000,19.0
Mulaka,2018-02-27,19.99,136,13,623640,0,20000,8.0
Maze Bandit,2017-07-06,2.99,16,6,621850,0,20000,
Pancake House,2020-07-05,14.99,1,2,1238980,0,20000,
DOKA 2 KISHKI EDITION,2018-11-05,0.99,2616,460,967250,100000,200000,1.0
The Handler of Dragons,2021-09-27,11.99,17,5,1172730,0,20000,
Azada: Ancient Magic,2018-04-20,6.99,10,0,838700,0,20000,
Hunt: The Unknown Quarry,2017-01-30,0.0,29,13,528450,50000,100000,
Citadale - The Awakened Spirit,2020-08-21,9.99,2,2,1359970,0,20000,
VR Mummy Girl,2020-03-20,4.99,5,1,1258560,0,20000,
Commander Cool 2,2015-12-17,2.99,892,120,356070,50000,100000,2.0
Late Shift,2017-04-18,4.93,6513,1001,584980,200000,500000,3.0
Piozila,2021-04-11,2.99,10,1,1560850,0,20000,
Crawling Of The Dead,2020-04-23,24.99,36,18,1097240,0,20000,
Denki Gaka's Bombshell,2017-08-16,2.99,4,0,688170,20000,50000,
PLAY'A VR  Video Player,2019-08-05,0.0,81,61,1114420,50000,100000,
Tales of Vesperia: Definitive Edition,2019-01-10,49.99,2729,560,738540,200000,500000,45.0
Stories: The Path of Destinies,2016-04-12,14.99,5469,733,439190,2000000,5000000,5.0
jump kingdom,2020-10-08,0.99,6,0,818420,0,20000,
Agent Awesome,2015-02-17,1.99,539,321,345220,200000,500000,2.0
Wolf & Rabbit,2018-04-04,1.99,237,21,757180,0,20000,1.0
GLADIUM,2021-06-24,9.99,43,11,1118410,0,20000,
Lootfest,2015-05-14,0.0,36,20,367030,0,20000,
tanxy,2021-01-11,7.99,1,0,1501470,0,20000,
MINDMIST,2021-06-21,7.99,22,4,1455040,0,20000,2.0
港詭實錄ParanormalHK,2020-01-06,12.99,10985,1177,1178490,500000,1000000,3.0
Zac Zac adventure,2020-06-09,13.99,0,1,1298520,0,20000,
Duel VR,2017-04-30,9.99,2,1,612010,0,20000,
Heckpoint,2018-04-09,9.99,15,1,731600,0,20000,
Country Park,2018-07-23,0.99,26,48,890800,0,20000,
Seven: Enhanced Edition,2017-12-01,5.99,1140,328,471010,200000,500000,15.0
Boom Boom Bovine,2019-07-07,0.99,3,0,982390,0,20000,
Photographs,2019-04-03,11.99,128,22,1008920,0,20000,3.0
Cereal Soup,2018-06-02,0.0,318,386,838900,100000,200000,
A Factory Job,2022-03-17,1.99,5,0,1917660,0,20000,
Cute Girls VR,2018-09-22,8.99,13,7,934990,0,20000,1.0
Pascal's Wager: Definitive Edition,2021-03-11,19.99,647,297,1456650,20000,50000,10.0
TeleNovela,2021-07-30,4.99,3,0,1687050,0,20000,
XYLITH - Hostile Planet,2020-03-07,0.99,1,1,1210640,0,20000,
Monument Valley 2: Panoramic Edition,2022-07-12,7.99,140,12,1927740,0,20000,
Jendo: Origins,2020-11-04,0.0,230,51,1449430,20000,50000,
void LINK,2017-12-27,9.99,20,1,560550,0,20000,
Nedia Hotel,2022-05-25,0.99,3,5,1990610,0,20000,
Pathologic 2,2019-05-23,34.99,6567,539,505230,200000,500000,18.0
School Simulator RPG,2022-03-31,14.99,3,2,1936070,0,20000,
ViVO,2019-08-14,1.99,2,4,1120680,0,20000,2.0
Patterna,2016-10-03,6.99,37,3,503860,0,20000,
HOME,2019-05-11,0.0,2989,325,1067900,200000,500000,1.0
Escape the Clinic,2020-07-07,0.0,275,109,1355930,50000,100000,1.0
经典扫雷,2020-02-06,0.99,2,9,1185270,0,20000,
Songs Of Wuxia,2020-09-20,6.99,454,108,1186460,100000,200000,
Viro Move,2021-10-20,24.99,18,7,1076020,0,20000,
Rogue Planet,2020-05-23,1.99,4,1,1301380,0,20000,
Descenders,2019-05-07,24.99,10941,677,681280,200000,500000,4.0
Sam & Dan: Floaty Flatmates,2018-12-12,0.0,549,41,978270,200000,500000,
Banners of Ruin,2021-07-29,19.99,1524,334,1075740,50000,100000,7.0
Neon Dimension,2021-03-30,6.99,0,6,1575240,0,20000,
3D PUZZLE - Alchemist House,2022-04-15,9.99,8,17,1955000,0,20000,
Battletronics,2020-08-21,0.0,3,1,1385690,50000,100000,
Dungeon Jump - 地牢跳跃,2019-06-13,1.99,1,0,820780,0,20000,
Kygo 'Carry Me' VR Experience,2017-02-02,1.99,25,4,577440,0,20000,1.0
Mortal Manor,2018-01-15,6.99,14,4,772200,0,20000,
Island Racer,2016-12-15,4.99,8,4,569010,0,20000,
Re-Legion,2019-01-31,9.99,160,114,782140,50000,100000,
Blobbs: Remastered,2022-07-11,4.99,2,0,1874060,0,20000,
Tower of Mice,2021-05-30,11.99,0,1,1413490,0,20000,
Yooka-Laylee,2017-04-11,5.99,3492,1108,360830,500000,1000000,15.0
Slum Ball VR Tournament,2018-05-16,14.99,39,4,850500,50000,100000,
SourceWorlds,2021-12-20,6.99,9,0,1712690,0,20000,
Egg Ascent,2022-05-02,9.99,11,0,1954070,0,20000,
Deadly Edge,2017-07-28,9.99,2,3,564100,0,20000,5.0
Drunk ride,2019-10-21,0.99,3,2,1168970,0,20000,
Dragon Audit,2020-12-08,9.99,37,1,594380,0,20000,2.0
The Great Wobo Escape,2017-09-29,3.99,9,0,564480,0,20000,
Etherborn,2019-07-18,16.99,244,96,812160,20000,50000,2.0
O'Fox Life,2017-10-31,0.99,37,84,719120,20000,50000,
The OrangeRice,2020-12-04,5.99,11,0,1462720,0,20000,
Three life,2018-08-09,1.99,5,3,883790,0,20000,
"UNCORPOREAL - ""Alcatraz Island Lofts""",2016-07-20,0.0,13,9,501380,0,20000,
Redemption Cemetery: Grave Testimony Collector’s Edition,2018-06-13,9.99,6,0,866750,0,20000,
DIY Life,2019-06-07,19.99,13,14,753210,0,20000,
Psychedelica of the Ashen Hawk,2019-08-30,29.99,342,54,865830,0,20000,16.0
Zombie Slayer,2020-06-11,9.99,9,2,1299890,0,20000,1.0
Hot Runback - VR Runner,2017-09-27,4.99,6,1,721400,0,20000,
Quantum Protocol,2020-11-04,12.99,366,30,1328530,20000,50000,10.0
Voidspace,2020-07-10,12.99,11,12,1150500,0,20000,
NIMBY Rails,2021-01-26,16.99,1043,94,1134710,50000,100000,
Grim Facade: The Artist and The Pretender Collector's Edition,2018-10-17,9.99,3,0,940990,0,20000,
Warmonger: Sins of the Naga,2022-05-14,6.99,2,1,1803810,0,20000,
Cyber Fight Challenge,2020-09-10,9.99,18,16,1192020,0,20000,
Stones of Solace,2019-08-20,0.0,114,9,1122880,0,20000,
Seven Nations,2019-07-17,0.99,11,10,1096510,0,20000,
Evening Ecchi,2021-12-15,1.99,4,4,1836230,0,20000,
Cosmo's Cosmic Adventure,2014-05-05,4.99,85,16,358250,50000,100000,2.0
Backgammon Blitz,2015-11-12,3.99,111,75,395900,20000,50000,1.0
STORY OF SEASONS: Pioneers of Olive Town,2021-09-15,39.99,698,111,1392960,20000,50000,44.0
ESEA,2016-07-08,0.0,3090,1130,479130,500000,1000000,
Sparkles & Gems,2021-04-23,14.99,15,1,1517530,0,20000,
Bump+Smack,2017-08-08,0.99,3,2,652070,0,20000,
Escape Hospital-脫出 失憶病棟,2021-10-01,12.99,21,0,1389650,0,20000,2.0
无名录,2020-10-10,0.0,13,2,1420720,20000,50000,
HABITAT: Race To Mars,2021-10-26,3.99,1,0,1652990,20000,50000,
TEXT: Russia,2020-10-21,2.99,5,2,1436390,0,20000,
Western 1849 Reloaded,2017-02-10,3.99,139,29,576980,20000,50000,2.0
Deep Blue 3D Maze in Space,2017-05-17,0.99,55,31,484830,50000,100000,
Beyond The Diorama: Caribou World,2021-01-19,0.0,4,0,1488050,0,20000,
Gamers Unknown Survival,2017-09-10,8.99,5,10,677870,0,20000,
European Mystery: Scent of Desire Collector’s Edition,2017-01-30,9.99,3,0,580480,0,20000,
Magicae Mundi,2018-10-17,7.99,5,2,949330,0,20000,
Achievement Lurker: We Give Up!,2018-01-24,1.99,50,18,774281,0,20000,
Squishy the Suicidal Pig,2014-10-23,5.99,2908,553,318430,200000,500000,8.0
Desktop Tree,2018-09-18,0.99,75,3,913110,0,20000,
Ozone Guardian,2020-10-09,2.49,5,2,1432400,0,20000,
Fancy Skiing: Speed,2019-06-07,9.99,1,2,1081910,0,20000,
Pro Basketball Manager 2016 - US Edition,2016-02-18,9.99,1,3,412560,0,20000,
The m0rg VS keys,2018-03-29,0.5,29,21,812450,20000,50000,
Skid Cities,2021-02-25,19.99,45,17,1242630,0,20000,
Illyriad - Grand Strategy MMO,2017-01-11,0.0,90,49,559310,0,20000,
Surface: The Pantheon Collector's Edition,2016-07-25,9.99,2,1,466080,0,20000,
Scribbled Arena,2017-05-12,8.99,2,3,395940,0,20000,
Marble Muse,2015-08-14,4.99,9,2,368310,0,20000,
Realm Hacker,2020-04-15,15.99,2,0,1244050,0,20000,
Black Mirror,2017-11-28,29.99,240,245,581300,20000,50000,5.0
Hob,2017-09-26,19.99,3891,476,404680,200000,500000,10.0
Soft Body,2016-05-17,4.99,39,4,337650,0,20000,2.0
Rick Rack,2019-07-31,8.99,3,1,1064050,0,20000,
NOeSIS01_诉说谎言记忆物语,2020-03-19,0.0,903,30,1246020,50000,100000,
Robot Squad Simulator 2017,2016-10-20,14.99,96,57,405760,0,20000,12.0
Asteroid Hideout,2019-03-14,2.99,5,2,1021840,0,20000,
Psychic Isolation,2017-08-15,1.29,2,2,650820,0,20000,
Heroes of Book & Paper,2022-05-18,6.99,11,0,1766350,0,20000,
Final Approach: Pilot Edition,2016-06-22,14.99,27,16,481420,0,20000,
Britannic: Patroness of the Mediterranean,2020-06-19,14.99,580,67,1259560,50000,100000,
"Devil, It's me",2021-08-02,9.99,25,5,1584720,0,20000,
Adventures of Isabelle Fine: Murder on Rails,2019-07-09,0.99,6,1,1024100,0,20000,
Touhou Fuujinroku ~ Mountain of Faith.,2020-06-05,14.99,586,4,1100140,0,20000,
Bloonz Toonz,2016-03-11,1.19,1,4,304190,20000,50000,
Hyperspace Pinball,2015-09-30,2.99,32,19,349020,20000,50000,
Kaboom!,2021-07-30,6.99,1,0,1574670,0,20000,1.0
Soldier Killer,2017-08-15,3.99,4,1,675160,0,20000,
Proletarian Budget Survival,2018-02-10,4.99,2,8,786740,0,20000,
Indiecalypse,2020-05-29,12.99,18,21,1123610,0,20000,4.0
Moe Jigsaw,2018-03-23,3.99,285,55,785840,20000,50000,
Patched world,2020-02-07,1.99,3,2,1228630,0,20000,
WEscape,2018-08-17,2.99,26,7,843640,0,20000,
Demon Keeper 2+,2021-01-22,0.0,23,3,1307270,0,20000,
Lethal Laser,2017-08-15,4.99,30,6,669390,0,20000,
MonsterSoft,2020-10-30,9.99,2,2,1396480,0,20000,
Guns n Zombies,2014-10-30,7.99,667,289,264300,100000,200000,2.0
Medusa's Labyrinth VR,2017-05-24,4.99,1,8,624560,0,20000,1.0
Space Explore,2021-05-04,9.99,2,2,1583190,0,20000,
Polyology,2016-03-28,0.99,22,2,450650,0,20000,
Lander Odyssey,2022-05-17,0.99,11,1,1968600,0,20000,
Zenohell,2015-10-14,9.99,60,23,402030,20000,50000,1.0
Flying Red Barrel - The Diary of a Little Aviator,2020-06-19,7.49,84,2,1036370,0,20000,
生物知识格斗大赛,2019-12-07,0.99,3,0,1193350,20000,50000,
Runes of Magic,2018-08-29,0.0,694,366,808290,200000,500000,
Captain Jackson,2021-10-26,1.99,6,0,1730150,0,20000,
Mey Rescuer,2020-12-25,1.99,17,0,1495510,0,20000,
Shredded Secrets,2020-12-07,4.99,4,0,1479000,0,20000,
Eat Your Words,2018-12-25,0.0,4,4,803680,0,20000,
Pure Chess Grandmaster Edition,2016-09-09,15.99,149,57,300630,0,20000,8.0
Ego In A Coma (自我、状態、昏睡。),2020-06-30,0.0,260,57,1348970,100000,200000,1.0
Mystic Ruin: A New Dawn,2020-07-31,4.99,2,0,1203950,0,20000,
The Life of Bally,2020-11-25,0.99,4,0,1460930,0,20000,
VenusBlood HOLLOW International,2022-01-06,44.99,175,7,1788780,20000,50000,
Space Beret,2016-10-25,0.99,326,317,547960,200000,500000,1.0
Mummy on the run,2018-09-25,7.99,2,0,914050,0,20000,
REVENGER,2021-01-14,0.99,1,2,1477120,0,20000,
The Secret of Pineview Forest,2016-10-31,0.0,64,48,451960,20000,50000,
Neon Warrior,2021-03-02,3.99,10,2,1505440,0,20000,
N++ (NPLUSPLUS),2016-08-25,14.99,2479,151,230270,200000,500000,
Crowded Blue Dot,2020-09-10,5.99,32,17,1323860,0,20000,
President Pig,2018-05-21,0.99,9,5,854740,0,20000,
Wargame: Airland Battle,2013-05-29,19.99,3681,506,222750,200000,500000,
RevelationTrestan-尸忆岛,2018-10-10,24.99,12,5,931540,0,20000,
Kick the VIRUS,2020-04-18,0.99,10,2,1275860,0,20000,
The Upturned,2022-03-23,9.99,336,1,1717770,0,20000,
Buggos,2022-03-17,14.99,300,43,789660,0,20000,5.0
City Sniper,2020-08-04,18.99,2,3,1314090,0,20000,
Dwarves: build and survive,2021-08-18,10.99,4,0,1585750,0,20000,
YouRiding - Surfing and Bodyboarding Game,2021-09-14,24.99,13,3,1725680,0,20000,
Frog X Log,2020-04-10,0.0,3,0,1214320,20000,50000,
Mystic Pillars: A Story-Based Puzzle Game,2020-03-04,6.99,54,8,1197030,0,20000,2.0
Werewolves Online,2020-10-20,0.0,8,7,1417340,0,20000,
PUFIWEHO,2020-12-25,1.99,8,1,1352660,20000,50000,
Bird path,2020-08-20,0.99,30,2,1385960,0,20000,
The Tape,2015-11-19,0.99,222,182,387930,50000,100000,1.0
Total War: THREE KINGDOMS,2019-05-23,59.99,64497,26725,779340,2000000,5000000,49.0
Assault On Metaltron,2019-06-13,6.99,2,0,967940,0,20000,
重生 Rebirth,2020-05-08,24.99,3,0,1291140,0,20000,1.0
Grapple Hoops,2021-10-18,11.99,26,7,1545600,0,20000,
ARC Alien Raid Combat,2021-10-06,0.99,16,4,1706810,0,20000,
Guacamelee! Gold Edition,2013-08-08,14.99,5344,390,214770,500000,1000000,6.0
POPULATION: ONE,2020-10-22,29.99,1884,342,691260,200000,500000,1.0
Kingsway,2017-07-18,9.99,1230,110,588950,100000,200000,5.0
Mission Critical,2019-01-28,6.99,12,1,1006460,0,20000,8.0
Carpe Lucem - Seize The Light VR,2016-04-05,14.99,42,5,433700,0,20000,
Raptor Territory,2021-11-30,0.99,33,8,1513860,0,20000,
The Agency: Chapter 1,2016-07-13,1.49,30,13,492280,20000,50000,
Cerberus: Orbital watch,2019-10-29,0.99,2,2,1175510,0,20000,
At Home,2019-03-27,4.99,7,35,1048640,0,20000,1.0
Termite,2018-12-10,0.0,14,8,972560,0,20000,
Clad in Iron: Philippines 1898,2017-11-14,24.99,24,2,712970,0,20000,
Action Entities,2021-08-06,19.99,49,24,1046490,0,20000,
Void Monsters: Spring City Tales,2018-03-06,4.99,38,15,807060,0,20000,
Stary,2018-12-24,4.99,5,10,995280,0,20000,
Arc Apellago,2020-11-09,0.0,289,40,1454430,50000,100000,1.0
Against the Gradient,2017-07-10,2.99,2,0,664660,0,20000,
MultiTaskMaster,2018-08-16,9.99,17,0,879290,0,20000,
游离大陆 Uniland,2019-12-05,9.99,60,5,935970,0,20000,
Flykt,2021-03-12,4.99,1,22,1500320,0,20000,
Stick Arena,2018-07-24,0.0,66,44,879650,20000,50000,
Gnomoria,2016-02-23,14.99,2660,775,224500,200000,500000,
Later On,2018-01-26,1.99,25,0,781110,0,20000,1.0
Overlay Studio,2022-03-01,3.99,6,0,1415380,0,20000,
Speaking Simulator,2020-01-30,14.99,39,8,966400,0,20000,1.0
Race to Kyiv,2022-05-12,0.99,21,0,1963480,0,20000,
Slime Quest,2018-10-04,0.99,5,2,946400,0,20000,
Good Goods Incorporated,2020-01-17,2.99,7,18,1218790,0,20000,
Break my body,2019-07-24,9.99,4,1,1103460,0,20000,
Garbage Day,2016-01-18,14.99,353,696,368860,20000,50000,
不二臣The Only  Master,2020-06-16,5.99,3,3,1305970,0,20000,
Apotheon,2015-02-03,14.99,2923,325,208750,200000,500000,8.0
∀kashicforce,2019-03-29,6.49,27,6,857460,0,20000,5.0
Bomber 95,2018-08-04,0.0,21,12,907020,0,20000,
Blood: One Unit Whole Blood,2014-07-14,0.0,1203,118,299030,100000,200000,
Sky Jac,2016-10-24,4.99,10,7,518190,0,20000,
Mouse Hero,2020-12-30,0.99,5,0,1495280,0,20000,
Wall Street Tycoon,2019-03-14,4.99,54,73,985710,0,20000,
Submarine War,2021-07-13,0.64,19,4,1674440,0,20000,
